CASRN,CATMoS_LD50_mgkg,Canonical_QSARr,LogLD50
106-44-5,805.0,CC1=CC=C(O)C=C1,2.9057958803678687
39754-64-8,2200.0,S=C1NCCC(COC2C=CC=CC=2)O1,3.342422680822206
75614-09-4,600.0,COC1C=CC(CC2CN=C(O)N2)=CC=1OC1CCCC1,2.7781512503836434
67-97-0,42.0,CC(C)CCCC(C)C1CCC2C(CCCC21C)=CC=C1CC(O)CCC1=C,1.6232492903979006
642-72-8,950.0,CN(C)CCCOC1=NN(CC2C=CC=CC=2)C2C=CC=CC=21,2.9777236052888476
7203-92-1,347.0,COC1C=CC(=CC=1)N=NN(C)C,2.5403294747908736
1331-28-8,5200.0,ClC=CC1C=CC=CC=1,3.716003343634799
7005-47-2,1712.0,CN(C)C(C)(C)CO,3.2335037603411343
1134-36-7,2262.0,NC1C=C(C=CC=1O)C1C=CC=CC=1,3.3544926005894364
110-63-4,1651.0,OCCCCO,3.2177470732627937
35793-87-4,1890.0,CCC1N=C(O)C2C=C(N)C=CC=2O1,3.2764618041732443
6980-18-3,9625.0,CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(O)=O,3.983400738180538
120-61-6,5215.0,COC(=O)C1C=CC(=CC=1)C(=O)OC,3.7172543127625497
2078-54-8,500.0,CC(C)C1=CC=CC(C(C)C)=C1O,2.6989700043360187
87798-87-6,660.0,CN1C(=O)C2=C(N=CN2CCCCCN2CCN(CC2)C2C=C(C=CC=2)C(F)(F)F)N(C)C1=O,2.8195439355418688
3033-62-3,658.0,CN(C)CCOCCN(C)C,2.8182258936139557
80-50-2,705.0,C[N+]1(C)C2CC(CC1CC2)OC(=O)C(CCC)CCC,2.848189116991399
96-33-3,411.0,COC(=O)C=C,2.6138418218760693
2495-37-6,4633.0,CC(=C)C(=O)OCC1C=CC=CC=1,3.6658623002031554
17692-34-1,920.0,OCCOCCOCCN1CCN(CC1)C(C1C=CC=CC=1)C1C=CC(Cl)=CC=1,2.963787827345555
56296-78-7,452.0,CNCCC(OC1C=CC(=CC=1)C(F)(F)F)C1C=CC=CC=1,2.655138434811382
5251-79-6,2500.0,OC(=O)CONC(=O)C1C=CC=CC=1,3.3979400086720375
118288-08-7,1248.0,O=C(CS(=O)CC1=CC=CO1)NCC=CCOC1C=C(CN2CCCCC2)C=CN=1,3.0962145853464054
17274-12-3,2200.0,OC(=O)C1=CC(I)=CC(I)=C1I,3.342422680822206
4019-40-3,2810.0,OC1C(=CC(Cl)=CC=1C1C=CC(Cl)=CC=1)C(=O)NC1C=CC(Cl)=CC=1,3.44870631990508
62865-36-5,10001.0,CC1C(Cl)=CC(=CC=1Cl)C1C=CC(O)=NN=1,4.000043427276863
101-80-4,725.0,NC1C=CC(=CC=1)OC1C=CC(N)=CC=1,2.8603380065709936
6915-15-7,7625.0,OC(=O)C(O)CC(O)=O,3.8822398480188234
50594-66-6,1370.0,[O-][N+](=O)C1C=CC(=CC=1C(O)=O)OC1=CC=C(C=C1Cl)C(F)(F)F,3.1367205671564067
31895-22-4,195.0,CN(C)C1CSSSC1,2.290034611362518
19089-47-5,7110.0,CCOC(C)CO,3.851869600729766
106635-81-8,416.0,CC1=CC(=NC2=C1C(OC1C=C(C=CC=1)C(F)(F)F)=C(C=C2NC(C)CCCN)OC)OC,2.6190933306267428
63886-56-6,1230.0,CC1CN(CCO)CC1C,3.089905111439398
591-78-6,2590.0,CCCCC(C)=O,3.413299764081252
24544-04-5,3893.5,CC(C)C1=CC=CC(C(C)C)=C1N,3.5903401790321667
51356-19-5,30.0,CCOP(=S)(OCC)SCN1N=C(Br)C=CC1=O,1.4771212547196624
140-53-4,50.0,N#CCC1C=CC(Cl)=CC=1,1.6989700043360187
55689-65-1,110.0,OC(=O)CC1=CC2OCC3=CC=CC=C3C(=O)C=2C=C1,2.041392685158225
57262-94-9,554.0,CN1CC2C3=CC=CC=C3CC3=CC=CC=C3C=2CC1,2.74350976472843
13450-77-6,2230.0,OC(=O)CNC(=O)C1=CC=C(Cl)C=C1,3.3483048630481607
61-73-4,1180.0,CN(C)C1=CC2=[S+]C3C=C(C=CC=3N=C2C=C1)N(C)C,3.0718820073061255
660-68-4,5220.0,CCNCC,3.717670503002262
103150-29-4,800.0,COC1=CC2OC(C)(C)C(C(C=2C=C1)C1C=CC(=CC=1)OCCN1CCCC1)C1C=CC=CC=1,2.9030899869919438
16356-11-9,7563.0,CCCCCC=CC=CC=C,3.878694100396108
75-09-2,2420.0,ClCCl,3.383815365980431
35944-85-5,13.0,OP(O)(=O)OC(=CCl)C1C=CC(Cl)=CC=1Cl,1.1139433523068367
76-03-9,2955.0,OC(=O)C(Cl)(Cl)Cl,3.4705574852172743
152-18-1,562.0,COP(=S)(OC)OC,2.749736315569061
161967-81-3,3029.0,CC1C(F)=C(C=C2C=1C(=O)C(=CN2C1CC1)C(O)=O)N1CCNC(C)C1,3.481299273332856
122-37-2,3300.0,OC1C=CC(=CC=1)NC1C=CC=CC=1,3.5185139398778875
104-01-8,1550.0,COC1C=CC(CC(O)=O)=CC=1,3.1903316981702914
28998-67-6,509.0,CCCCC1=CC=NN1,2.7067177823367587
25369-84-0,853.0,C1CCCCN1SC1NC2=CC=CC=C2N=1,2.930949031167523
15589-31-8,174.0,CC1C(CC(=O)C=1CC=C)OC(=O)C1C(C)(C)C1(C)C,2.2405492482826
919-31-3,5607.0,CCO[Si](CCC#N)(OCC)OCC,3.7487305560984945
1244-76-4,690.0,OCCOCCN1CCN(CC1)C(C1C=CC=CC=1)C1C=CC(Cl)=CC=1,2.838849090737255
13009-99-9,9212.0,NCC1=CC=C(C=C1)S(N)(=O)=O,3.9643539292921934
104719-71-3,483.0,ClC1=CC=C(N=N1)N1CCN(CC=CC2C=CC=CC=2)CC1,2.683947130751512
17702-63-5,12.0,CN(CCO)C(=S)NP(=S)(OC)OC,1.0791812460476249
33210-39-8,58.0,CC1(C)CNC(=NC1)C(CC)(OCC)C1C=CC(Cl)=CC=1,1.7634279935629373
5837-67-2,10000.0,O=C(CCC1C=CC=CC=1)OC1=C(OC(=O)CCC2C=CC=CC=2)C(=O)OC1=O,4.0
140-11-4,2847.0,CC(=O)OCC1C=CC=CC=1,3.454387467146955
32809-16-8,7250.0,CC12CC1(C)C(=O)N(C1C=C(Cl)C=C(Cl)C=1)C2=O,3.8603380065709936
2156-72-1,780.0,CC(C)(C)N(Cl)Cl,2.8920946026904804
4549-44-4,380.0,CCCCN(CC)N=O,2.57978359661681
94-75-7,444.0,OC(=O)COC1C=CC(Cl)=CC=1Cl,2.6473829701146196
102-69-2,142.125,CCCN(CCC)CCC,2.152670477695791
592-88-1,2980.0,C=CCSCC=C,3.4742162640762553
23281-95-0,5300.0,CC(=C)C(=O)OCCSCCCC,3.724275869600789
569-65-3,1750.0,CC1=CC(CN2CCN(CC2)C(C2C=CC=CC=2)C2C=CC(Cl)=CC=2)=CC=C1,3.2430380486862944
10274-44-9,4000.0,COC1C=CC(CC(=NC(=O)C(CC)CC)C(O)=O)=CC=1,3.6020599913279625
542-92-7,113.0,C1C=CC=C1,2.0530784434834195
64204-49-5,245.0,N/C(/CNC1=CC(Cl)=C(Cl)C=C1)=N\O,2.3891660843645326
79-16-3,7500.0,CNC(C)=O,3.8750612633917
2487-90-3,6453.0,CO[SiH](OC)OC,3.809761665107125
110-71-4,5370.0,COCCOC,3.7299742856995555
68289-14-5,3000.0,CN(C)C1C=CC(=CC=1)C1=NC(=O)N(C)N=C1C1C=CC(=CC=1)N(C)C,3.4771212547196626
50-35-1,113.0,O=C1CCC(C(=O)N1)N1C(=O)C2=CC=CC=C2C1=O,2.0530784434834195
7549-33-9,3330.0,COC1=CC=C(COC(=O)CC)C=C1,3.5224442335063197
58338-59-3,95.0,NC1C=CC(=CC=1)C(=O)NC1=CC=CC=C1N,1.9777236052888478
206-44-0,3500.0,C1=CC=C2C3=C(C=CC=C31)C1C=CC=CC=12,3.5440680443502757
80-49-9,1200.0,C[N+]1(C)C2CC(CC1CC2)OC(=O)C(O)C1C=CC=CC=1,3.0791812460476247
32887-03-9,9500.0,CC(C)(C)C(=O)OCOC(=O)C1N2C(SC1(C)C)C(N=CN1CCCCCC1)C2=O,3.9777236052888476
2454-37-7,3100.0,CC(O)C1C=CC=C(N)C=1,3.4913616938342726
55219-65-3,737.0,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,2.8674674878590514
2275-07-2,2800.0,OCN1C(=O)OC2C=C(Cl)C=CC1=2,3.4471580313422194
2511-12-8,4.6,CSP(=O)(CC)OCC,0.6627578316815741
14860-49-2,802.0,CC(CN(C)C)C(C)(O)CC1C=CC(Cl)=CC=1,2.9041743682841634
33499-10-4,2495.0,CC(=O)N1C=C(C(=O)N2C1CCCC2C)C(=O)OCC,3.397070549959409
616-23-9,90.0,OCC(Cl)CCl,1.954242509439325
20417-92-9,24.0,CNC(=O)ON=C1C2CC(CC2)C1(C)[N+]([O-])=O,1.380211241711606
111-19-3,400.0,O=C(Cl)CCCCCCCCC(=O)Cl,2.6020599913279625
502-85-2,9690.0,OCCCC(O)=O,3.986323777050765
62382-21-2,105.0,CN(SN1CCOCC1)C(=O)ON=C(C)SC,2.0211892990699383
1738-25-6,1945.0,CN(C)CCC#N,3.2889196056617265
91-57-6,1630.0,CC1=CC2=CC=CC=C2C=C1,3.2121876044039577
617-94-7,1300.0,CC(C)(O)C1C=CC=CC=1,3.113943352306837
10141-22-7,1620.0,CC(Cl)(CCl)C=O,3.2095150145426308
100-02-7,191.0,[O-][N+](=O)C1C=CC(O)=CC=1,2.2810333672477277
86386-73-4,1271.0,OC(CN1C=NC=N1)(CN1C=NC=N1)C1C=CC(F)=CC=1F,3.104145550554008
112-80-1,10001.0,CCCCCCCCC=CCCCCCCCC(O)=O,4.000043427276863
68-26-8,3500.0,CC1CCCC(C)(C)C=1C=CC(C)=CC=CC(C)=CCO,3.5440680443502757
112-42-5,3000.0,CCCCCCCCCCCO,3.4771212547196626
107-45-9,330.0,CC(C)(C)CC(C)(C)N,2.5185139398778875
2162-57-4,5400.0,NC1=CC(C(O)=O)=C(C=C1)C(=O)C1C=CC=CC=1,3.7323937598229686
6620-60-6,10001.0,CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1C=CC=CC=1,4.000043427276863
959-52-4,350.0,C=CC(=O)N1CN(CN(C1)C(=O)C=C)C(=O)C=C,2.5440680443502757
5760-50-9,3000.0,CC=CCCCCCCCC(=O)OC,3.4771212547196626
85844-93-5,10001.0,OC(=O)CCCNS(=O)(=O)C1C=C(C=CC=1)C(F)(F)F,4.000043427276863
151-50-8,10.0,C#N,1.0
65009-35-0,187.0,CNC(=N)N/C(/O)=N/C1C(C)=CC=CC=1C,2.271841606536499
126801-58-9,2910.0,CCOC1=CC=CC=C1OS(=O)(=O)N/C(/O)=N/C1N=C(C=C(N=1)OC)OC,3.4638929889859074
5051-16-1,5550.0,CC(C1=CC=CC2=CC=CC=C21)C(=O)OCCN1CCN(CC1)CCOC(=O)C(C)C1=CC=CC2=CC=CC=C21,3.7442929831226763
60244-55-5,2.5,CN1N=CC(OP(=S)(OC)OC)=C(OC)C1=O,0.3979400086720376
57499-93-1,1840.0,CCCCOCC(C)OCC(C)OCC(C)O,3.2648178230095364
64059-42-3,2500.0,OC(=O)CSC1=CC=CC2C=CC=C(CCl)C=21,3.3979400086720375
64036-74-4,1500.0,[O-][N+](=O)C1=CC2SC(NC(=O)C3C=CC(=CC=3)[N+]([O-])=O)=NC=2C=C1,3.1760912590556813
5581-40-8,176.0,CN(C)C1CC(C2=CC=CC=C21)C1C=CC=CC=1,2.24551266781415
13286-32-3,660.0,CCOP(=O)(OCC)SCC1C=CC=CC=1,2.8195439355418688
122-80-5,2500.0,CC(=O)NC1C=CC(N)=CC=1,3.3979400086720375
4364-06-1,3700.0,COC(C=CC1C=CC=CC=1)OC,3.568201724066995
51287-66-2,1700.0,N/C(/N/C(/N)=N/P(O)(O)=O)=N\CC1C=CC=CC=1,3.230448921378274
1582-09-8,5483.0,CCCN(CCC)C1C(=CC(=CC=1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,3.739018245883481
111-55-7,6857.0,CC(=O)OCCOC(C)=O,3.8361341494653747
105-60-2,1562.0,O=C1CCCCCN1,3.1936810295412816
1319-80-8,40.0,CC1(C)C(=C)C2(Cl)C(Cl)(Cl)C1(Cl)C(Cl)(Cl)C2(Cl)Cl,1.6020599913279623
124-68-5,2900.0,CC(C)(N)CO,3.462397997898956
33235-96-0,370.0,CCOC(C1NCCCN=1)C1=CC(Cl)=C(Cl)C=C1,2.568201724066995
106-96-7,53.0,C#CCBr,1.724275869600789
2828-42-4,1540.0,CC(C)=NOC(=O)NC1C=CC=CC=1,3.187520720836463
101903-30-4,981.0,CCC(C(=O)OCCCC=C)N(CC1=CC=CO1)C(=O)N1C=NC=C1,2.9916690073799486
1322-78-7,4920.0,CC1C=CC=C(C(=O)C2C=CC=CC=2)C=1C,3.69196510276736
926-64-7,50.0,CN(C)CC#N,1.6989700043360187
72490-01-8,10001.0,CCOC(=O)NCCOC1C=CC(=CC=1)OC1C=CC=CC=1,4.000043427276863
123-38-6,1573.0,CCC=O,3.196728722623287
69002-86-4,1000.0,OC1=CC(CC(O)=O)=C(C=C1)NC1C(Cl)=CC(O)=CC=1Cl,3.0
63449-47-8,10001.0,CC(C)(CCCC)O[Si](OC(C)(C)CCCC)(OC(C)(C)CCCC)OC(C)(C)CCCC,4.000043427276863
74-11-3,1170.0,OC(=O)C1C=CC(Cl)=CC=1,3.0681858617461617
13344-50-8,4000.0,CCOC(=O)CN(C)N=O,3.6020599913279625
143343-83-3,1500.0,COC1C=C(CNCC(O)COC2C=C3C=CC(=O)NC3=CC=2)C=CC=1OC,3.1760912590556813
30560-37-3,500.0,CCOP(=O)(/N=C(/C)\O)SC,2.6989700043360187
63907-08-4,6.0,OC(C1=CC2C3C(C1C2=C(C1=CC=CC=N1)C1C=CC=CC=1)C(=O)NC3=O)(C1=CC=CC=N1)C1C=CC=CC=1,0.7781512503836436
83-59-0,1500.0,CC1CC2C=C3OCOC3=CC=2C(C1C(=O)OCCC)C(=O)OCCC,3.1760912590556813
311-89-7,10000.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.0
10140-97-3,710.0,C=C(Cl)C1C=CC(=CC=1)[N+]([O-])=O,2.8512583487190755
2636-26-2,610.0,COP(=S)(OC1C=CC(=CC=1)C#N)OC,2.785329835010767
368-47-8,310.0,F[Si](F)(F)C1C=CC=CC=1,2.4913616938342726
33629-47-9,1254.0,CCC(C)NC1C(=CC(=CC=1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,3.0982975364946976
80-05-7,3300.0,CC(C)(C1C=CC(O)=CC=1)C1C=CC(O)=CC=1,3.5185139398778875
95-25-0,763.0,O=C1NC2=CC(Cl)=CC=C2O1,2.8825245379548803
140-67-0,1230.0,COC1C=CC(CC=C)=CC=1,3.089905111439398
1929-77-7,1490.0,CCCSC(=O)N(CCC)CCC,3.173186268412274
16339-04-1,1100.0,CCN(N=O)C(C)C,3.041392685158225
83881-52-1,365.0,OC(=O)COCCN1CCN(CC1)C(C1C=CC=CC=1)C1C=CC(Cl)=CC=1,2.5622928644564746
946578-00-3,1000.0,CC(C1C=NC(=CC=1)C(F)(F)F)S(C)(=O)=NC#N,3.0
104-15-4,1180.0,CC1=CC=C(C=C1)S(O)(=O)=O,3.0718820073061255
78-84-2,3270.0,CC(C)C=O,3.514547752660286
55-52-7,34.0,CC(CC1C=CC=CC=1)NN,1.5314789170422551
19932-85-5,1000.0,O=C1NC2C=CC(Br)=CC=2O1,3.0
1633-83-6,500.0,O=S1(=O)CCCCO1,2.6989700043360187
2752-17-2,961.0,NCCOCCN,2.9827233876685453
909-39-7,900.0,OCCN1CCN(CCCN2C3=CC=CC=C3C=CC3=CC=CC=C23)CC1,2.9542425094393248
5581-45-3,647.0,COC1=CC(N)=C(Cl)C=C1C(=O)NCCN(CC)CC,2.8109042806687006
5165-97-9,10001.0,CC(C)(CS(O)(=O)=O)NC(=O)C=C,4.000043427276863
96-26-4,10001.0,CC(O)C(O)=O,4.000043427276863
1955-45-9,1470.0,CC1(C)COC1=O,3.167317334748176
2173-57-1,5930.0,CC(C)COC1=CC2=CC=CC=C2C=C1,3.7730546933642626
875-83-2,2120.0,OC1C=C2C=CC=CC2=CC=1,3.326335860928751
97-84-7,750.0,CN(C)CCC(C)N(C)C,2.8750612633917
509-09-1,1770.0,OC(=O)C(F)(F)C(F)(F)F,3.247973266361807
100-75-4,200.0,O=NN1CCCCC1,2.3010299956639813
424-40-8,7500.0,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC,3.8750612633917
123-51-3,2607.0,CC(C)CCO,3.416141031168329
51337-71-4,723.0,CC(C)COC(=O)C(C)OC1C=CC(=CC=1)OC1C=CC(Cl)=CC=1,2.859138297294531
7337-45-3,96.0,[BH3-][NH2+]C(C)(C)C,1.9822712330395684
124-07-2,2423.0,CCCCCCCC(O)=O,3.384353414137506
134880-75-4,501.0,CN(C(=O)C1C=C(C=C(C=1)C(F)(F)F)C(F)(F)F)C1=NC(=C(Cl)S1)C(F)(F)F,2.699837725867246
64294-94-6,7500.0,NNC(=O)OC1CC2CCC(C1)N2C(=O)OC1C=CC=CC=1,3.8750612633917
123-96-6,3125.0,CCCCCCC(C)O,3.494850021680094
34443-12-4,7500.0,CCC(COC(=O)OOC(C)(C)C)CCCC,3.8750612633917
112-40-3,10001.0,CCCCCCCCCCCC,4.000043427276863
108-42-9,328.0,NC1=CC(Cl)=CC=C1,2.515873843711679
104-68-7,3136.0,OCCOCCOC1C=CC=CC=1,3.496376054012401
70374-39-9,5.73,CN1C(C(=O)NC2=CC=CC=N2)C(=O)C2SC(Cl)=CC=2S1(=O)=O,0.75815462196739
41826-92-0,2450.0,CCOC1=CC(=C(C=C1OCC)OCC)C(=O)CCC(O)=O,3.3891660843645326
55268-74-1,2840.0,O=C(C1CCCCC1)N1CC2C3C=CC=CC=3CCN2C(=O)C1,3.4533183400470375
76-06-2,118.0,[O-][N+](=O)C(Cl)(Cl)Cl,2.0718820073061255
3818-90-4,1130.0,OC(=O)CCC(=O)OCCCCCC1C=CC(Cl)=CC=1,3.0530784434834195
53188-07-1,4300.0,CC1C2CCC(C)(OC=2C(C)=C(C)C=1O)C(O)=O,3.6334684555795866
10222-01-2,206.5,NC(=O)C(Br)(Br)C#N,2.31492005599242
91-16-7,1125.0,COC1=CC=CC=C1OC,3.0511525224473814
109021-66-1,147.0,COC1=CC=CC(/C(/O)=N/C2CC3CCC(C2)N3CC2C=CC=CC=2)=C1OC,2.167317334748176
1606-67-3,1070.0,NC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,3.0293837776852097
13256-07-0,120.0,CCCCCN(C)N=O,2.0791812460476247
137927-73-2,220.0,NNC(=O)CSC1C=C(N=CN=1)OC1C=CC=CC=1,2.342422680822206
5284-22-0,2750.0,CCCCCCCC1=CC=CC=C1O,3.439332693830263
937-40-6,18.0,CN(CC1C=CC=CC=1)N=O,1.255272505103306
567-47-5,3170.0,OC1C=CC2=CC=CC=C2C=1S(O)(=O)=O,3.5010592622177517
80834-57-7,500.0,CC1=CC(=CC=C1)N1CCN(CC=CC2=CC3CCC(=O)NC=3C=C2)CC1,2.6989700043360187
89194-77-4,383.0,CN1CC2CN(CC(C1)C2OC(=O)C1C=CC(Cl)=CC=1)CC,2.583198773968623
102-01-2,2907.75,CC(=O)CC(=O)NC1C=CC=CC=1,3.46355706439891
598-78-7,800.0,CC(Cl)C(O)=O,2.9030899869919438
14899-36-6,315.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)CCCCCCCCCCCCCCC,2.4983105537896004
110-40-7,10001.0,CCOC(=O)CCCCCCCCC(=O)OCC,4.000043427276863
14368-24-2,130.0,COC1C=C(C=C(OC)C=1OC)C(=O)N1CCCCCCC1,2.113943352306837
3692-90-8,150.0,C/N=C(\O)/OC1C=C(C=CC=1)OCC#C,2.1760912590556813
30007-47-7,455.0,[O-][N+](=O)C1(Br)COCOC1,2.6580113966571126
142-64-3,4900.0,C1CNCCN1,3.690196080028514
2943-75-1,10001.0,CCCCCCCC[Si](OCC)(OCC)OCC,4.000043427276863
21270-24-6,250.0,CC(C)C1=CC=C(C=C1)C(C[N+]1C=CC=CC=1)OCCCCC,2.3979400086720375
63938-14-7,1510.0,OC1=CC=CC=C1C=CC(=O)OC(=O)C=CC1=CC=CC=C1O,3.1789769472931693
4630-82-4,3881.0,COC(=O)C1CCCCC1,3.588943642740015
35691-65-7,642.5,N#CCCC(Br)(CBr)C#N,2.807873132003332
1112-77-2,3500.0,C[N+](CCO)(CC)CC,3.5440680443502757
59-02-9,7000.0,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,3.845098040014257
115-31-1,1000.0,CC1(C)C2CC(OC(=O)CSC#N)C1(C)CC2,3.0
89427-18-9,8.033,COC1=C(Cl)C=C2NC(=NC2=C1Cl)C(F)(F)F,0.9048777669634046
121-33-5,3421.0,COC1C=C(C=O)C=CC=1O,3.5341530741850624
76-90-4,742.0,C[N+]1(C)CC(CCC1)OC(=O)C(O)(C1C=CC=CC=1)C1C=CC=CC=1,2.870403905279027
4553-62-2,210.0,CC(CCC#N)C#N,2.322219294733919
91503-79-6,66.0,CC(=O)OC(C)OC(=O)C(C)C1C=C(F)C(=CC=1)C1C=CC=CC=1,1.8195439355418688
67747-09-5,1600.0,CCCN(CCOC1C(Cl)=CC(Cl)=CC=1Cl)C(=O)N1C=CN=C1,3.2041199826559246
14617-95-9,3400.0,COC1=CC=C(C=C1)OC(=O)CCC,3.531478917042255
532-82-1,6670.0,NC1C=C(N)C(=CC=1)N=NC1C=CC=CC=1,3.824125833916549
119-64-2,2860.0,C1CCCC2C=CC=CC=21,3.456366033129043
51-50-3,2400.0,ClCCN(CC1C=CC=CC=1)CC1C=CC=CC=1,3.380211241711606
21270-09-7,250.0,CCCCOC(CBr)C1C=CC(=CC=1)C1CCCC1,2.3979400086720375
39718-89-3,550.0,CC(=C)CNC1C=CC(=CC=1)C(C)C(O)=O,2.7403626894942437
50782-69-9,0.01,CCOP(C)(=O)SCCN(C(C)C)C(C)C,-2.0
3070-19-7,50.0,CCOP(=S)(OC1=CC(Cl)=C(C=C1)[N+]([O-])=O)OCC,1.6989700043360187
123277-32-7,24.6,CN1C(=C(OC(=O)C(C)(C)C)C2SC(Cl)=CC=2S1(=O)=O)C(=O)NC1=CC=CC=N1,1.390935107103379
2588-05-8,1.0,CCS(=O)CSP(=O)(OCC)OCC,0.0
1072-52-2,74.0,OCCN1CC1,1.8692317197309762
116-52-9,6400.0,OC(NC(=O)NC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.806179973983887
27007-85-8,3800.0,O=C1CSC2(CCN(CCCN3C4C=CC=CC=4SC4C=CC(Cl)=CC3=4)CC2)N1,3.57978359661681
4457-71-0,7248.0,CC(CCO)CCO,3.8602181846687564
17924-92-4,10001.0,CC1CCCC(=O)CCCC=CC2C=C(O)C=C(O)C=2C(=O)O1,4.000043427276863
10078-25-8,1000.0,OCCN1CCN(CCCN2C3=CC=CC=C3S(=O)C3C=CC(Cl)=CC2=3)CC1,3.0
321-14-2,250.0,OC1C=CC(Cl)=CC=1C(O)=O,2.3979400086720375
146-04-3,250.0,OC1=CC=CC2=C1C(=O)OC=C2C(=O)CO,2.3979400086720375
526-18-1,6702.0,OC1C=CC(=CC=1)NC(=O)C1=CC=CC=C1O,3.8262044234992527
85095-77-8,750.0,OC(CN1CCCN(CC(O)CCl)C2=CC=CC=C12)CCl,2.8750612633917
90932-92-6,3500.0,CC(C)(OC1C=CC(=CC=1)C(=O)C1C=CC(Cl)=CC=1)C(=O)NCCS(O)(=O)=O,3.5440680443502757
150-78-7,3600.0,COC1C=CC(=CC=1)OC,3.5563025007672873
6452-87-5,25.0,OC1C=CC(=CC=1CN1CCOCC1)C1C=CC=CC=1,1.3979400086720377
13593-08-3,900.0,COP(=S)(OC1C=NC2=CC=CC=C2N=1)OC,2.9542425094393248
119-61-9,5950.0,O=C(C1C=CC=CC=1)C1C=CC=CC=1,3.7745169657285498
111-11-5,8435.0,CCCCCCCC(=O)OC,3.926085086925144
39236-85-6,2300.0,CC1C=CC(CCCCCC)=C(O)C=1,3.361727836017593
1218-34-4,10001.0,CC(=O)NC(CC1=CNC2C=CC=CC=21)C(O)=O,4.000043427276863
23282-20-4,19.5,CC12C(O)C(O)C(OC3C=C(C)C(=O)C(O)C13CO)C12CO1,1.290034611362518
91-66-7,782.0,CCN(CC)C1C=CC=CC=1,2.893206753059848
54-91-1,220.0,O=C(CCBr)N1CCN(CC1)C(=O)CCBr,2.342422680822206
71-55-6,10001.0,CC(Cl)(Cl)Cl,4.000043427276863
24279-91-2,27.3,CC1C(=O)C(=C(C(COC(N)=O)OC)C(=O)C=1N1CC1)N1CC1,1.436162647040756
1779-48-2,1345.0,OP(O)C1C=CC=CC=1,3.128722284338427
577-11-7,3378.0,CCC(COC(=O)CC(C(=O)OCC(CCCC)CC)S(O)(=O)=O)CCCC,3.5286596452349897
64037-07-6,1000.0,NC1=NC2C=C(Br)C=CC=2O1,3.0
39515-51-0,1222.0,O=CC1=CC(=CC=C1)OC1C=CC=CC=1,3.0870712059065353
78-19-3,3250.0,C=CC1OCC2(CO1)COC(C=C)OC2,3.5118833609788744
547-64-8,3500.0,COC(=O)C(C)O,3.5440680443502757
85-27-8,500.0,CC(C1C=CC(O)=CC=1O)C1C=CC=CC=1,2.6989700043360187
1761-71-3,429.0,NC1CCC(CC2CCC(N)CC2)CC1,2.6324572921847245
88-82-4,813.0,OC(=O)C1C=C(I)C=C(I)C=1I,2.910090545594068
104907-80-4,1760.0,CN1N=CC(=C1N1C=NC2=CC=CC=C2C1=O)C(=O)OCC,3.24551266781415
32061-14-6,10000.0,CN1C(C)=C(N=CC2C=CC(=CC=2)OC)C(=O)N1C1C=CC=CC=1,4.0
95-29-4,5200.0,CC(C)N(SC1=NC2C=CC=CC=2S1)C(C)C,3.716003343634799
665-66-7,986.0,NC12CC3CC(C1)CC(C2)C3,2.993876914941211
15687-27-1,1118.0,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,3.0484418035504044
55837-29-1,800.0,CCCN(CCC)C(=O)C(CC1=CC=C(C=C1)OCCN(CC)CC)NC(=O)C1C=CC=CC=1,2.9030899869919438
132-22-9,118.0,CN(C)CCC(C1C=CC=CN=1)C1C=CC(Cl)=CC=1,2.0718820073061255
545-06-2,250.0,N#CC(Cl)(Cl)Cl,2.3979400086720375
58-08-2,280.0,CN1C(=O)C2=C(N=CN2C)N(C)C1=O,2.4471580313422194
534-52-1,9.0,CC1C=C(C=C(C=1O)[N+]([O-])=O)[N+]([O-])=O,0.9542425094393249
4658-28-0,3600.0,CSC1N=C(N=[N+]=[N-])N=C(NC(C)C)N=1,3.5563025007672873
51-28-5,40.0,[O-][N+](=O)C1C=C(C=CC=1O)[N+]([O-])=O,1.6020599913279623
56400-60-3,257.0,CNNC,2.4099331233312946
61-82-5,5901.0,NC1N=CNN=1,3.7709256146389993
6921-27-3,539.0,C#CCOCC#C,2.7315887651867388
1420-06-0,146.0,C1CN(CCO1)C(C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1,2.164352855784437
79-14-1,2085.0,OCC(O)=O,3.3191060593097763
